session_id,session_status,year,age,raceomb,sex,att,att_7,country,countrycit,countryres,edu,politicalid,STATE,sexnum,countrycitnum,politics,education,racenum,filter_$,implicit,explicit
18406528,C,2012,18,6,m,5,5,,US,GM,5,4,GA,0,0,4,5,6,1,0.7849493658536524,5
18407094,C,2012,27,6,f,4,4,,US,US,9,7,LA,1,0,7,9,6,1,-0.12409228722736268,4
18409359,C,2012,32,6,m,4,4,,US,US,8,4,TX,0,0,4,8,6,1,0.35369726669257656,4
18410179,C,2012,17,6,f,5,5,,US,US,4,3,FL,1,0,3,4,6,1,-0.22807847485033783,5
18413011,C,2012,19,6,f,4,4,,US,US,5,3,WI,1,0,3,5,6,1,-0.16513506274118941,4
18416913,C,2012,19,6,f,4,4,,US,US,5,5,WI,1,0,5,5,6,1,0.7516283454770321,4
18418045,C,2012,19,6,m,4,4,,BE,BE,5,7,,0,1,7,5,6,1,0.4193986664583628,4
18420180,C,2012,19,6,f,6,6,,US,US,5,2,WI,1,0,2,5,6,1,1.10836071167498,6
18420848,C,2012,18,6,.,5,5,,US,US,5,3,WI,NA,0,3,5,6,1,0.4323767560815267,5
18426684,C,2012,35,6,m,4,4,,US,US,6,4,MN,0,0,4,6,6,1,0.5612331191978378,4
18428364,C,2012,18,6,m,4,4,,US,US,3,4,CT,0,0,4,3,6,1,0.5370783597178388,4
18429996,C,2012,51,6,f,4,4,,CA,US,7,5,OR,1,1,5,7,6,1,-0.02880342842238802,4
18432187,C,2012,18,6,m,7,7,,.,.,NA,NA,,0,NA,NA,NA,6,1,0.1828851962709947,7
18433315,C,2012,17,6,f,6,6,,US,US,3,1,CO,1,0,1,3,6,1,0.6260380786471045,6
18434836,C,2012,60,6,m,4,4,,US,US,5,6,NC,0,0,6,5,6,1,0.7182588199140109,4
18436263,C,2012,21,7,f,1,1,,US,US,5,5,MI,1,0,5,5,7,1,0.33235727496193346,1
18437466,C,2012,46,6,f,4,4,,UK,UK,7,3,,1,1,3,7,6,1,-0.5552457756405313,4
18438637,C,2012,24,6,m,4,4,,US,US,5,2,IN,0,0,2,5,6,1,0.3150046918592859,4
18441685,C,2012,17,6,m,5,5,,US,US,3,5,PA,0,0,5,3,6,1,0.5711148741056464,5
18442183,C,2012,27,6,m,4,4,,DK,DK,11,4,,0,1,4,10,6,1,0.5933784612050774,4
18449227,C,2012,17,6,m,5,5,,US,US,4,7,WI,0,0,7,4,6,1,0.665798092296124,5
18450148,C,2012,18,6,f,5,5,,US,US,4,3,WI,1,0,3,4,6,1,0.6604124219190282,5
18455937,C,2012,45,6,m,4,4,,US,US,8,3,IN,0,0,3,8,6,1,0.47983556585158216,4
18460314,C,2012,60,6,m,5,5,,AU,AU,7,6,,0,1,6,7,6,1,-0.11573910021031408,5
18461301,C,2012,22,6,m,6,6,,US,US,5,2,CA,0,0,2,5,6,1,0.02027065538908139,6
18465162,C,2012,22,6,f,6,6,,US,US,6,4,CT,1,0,4,6,6,1,0.7843460619334739,6
18465462,C,2012,21,6,f,7,7,,US,US,6,7,,1,0,7,6,6,1,0.46958510068469395,7
18465509,C,2012,21,6,m,4,4,,US,US,5,6,PA,0,0,6,5,6,1,0.6877788055509768,4
18466155,C,2012,20,6,f,5,5,,US,US,5,2,CA,1,0,2,5,6,1,0.5658500769055064,5
18466819,C,2012,31,6,m,6,6,,US,US,5,7,TX,0,0,7,5,6,1,0.2645791052166192,6
18468712,C,2012,14,6,f,5,5,,US,US,3,NA,CA,1,0,NA,3,6,1,0.677214396307414,5
18468811,C,2012,20,6,m,6,6,,PE,US,5,4,CT,0,1,4,5,6,1,0.8359977486635395,6
18471009,C,2012,16,5,f,4,4,,US,US,3,2,NC,1,0,2,3,5,1,-0.043620979134042046,4
18472558,C,2012,19,8,f,4,4,,US,US,5,6,NJ,1,0,6,5,8,1,-0.024173376754858727,4
18473775,C,2012,15,6,f,4,4,,US,NO,3,6,DE,1,0,6,3,6,1,-0.16569407183544638,4
18477367,C,2012,21,6,m,4,4,,US,US,5,3,IL,0,0,3,5,6,1,0.45071796625561356,4
18481949,C,2012,19,4,f,7,7,,US,US,5,7,PA,1,0,7,5,4,1,-0.22719166390939083,7
18482073,C,2012,14,8,f,4,4,,US,US,3,4,MN,1,0,4,3,8,1,0.9836091108524757,4
18486742,C,2012,18,6,m,5,5,,US,US,3,4,MI,0,0,4,3,6,1,0.19409427321703168,5
18498112,C,2012,18,5,f,4,4,,US,US,5,4,MO,1,0,4,5,5,1,0.14971333555895086,4
18499677,C,2012,21,6,f,4,4,,US,US,5,4,,1,0,4,5,6,1,-0.00731777696750216,4
18503322,C,2012,18,6,f,5,5,,US,US,4,4,IL,1,0,4,4,6,1,-0.17654724500406588,5
18506924,C,2012,41,6,f,4,4,,US,US,6,1,ME,1,0,1,6,6,1,0.4756674427325456,4
18512626,C,2012,15,5,f,3,3,,US,US,3,6,FL,1,0,6,3,5,1,-0.5104182358534055,3
18514743,C,2012,19,6,f,7,7,,US,US,5,5,IN,1,0,5,5,6,1,0.2089489536582771,7
18515174,C,2012,16,6,f,4,4,,US,US,3,4,MO,1,0,4,3,6,1,-0.3913501249712059,4
18516566,C,2012,33,5,f,4,4,,US,US,5,6,FL,1,0,6,5,5,1,-0.71054393863443,4
18517618,C,2012,17,6,f,4,4,,US,US,3,2,,1,0,2,3,6,1,-0.07378619614697451,4
18518177,C,2012,29,6,m,4,4,,NZ,AU,12,7,,0,1,7,10,6,1,1.00293965720769,4
18527639,C,2012,17,3,m,4,4,,US,KR,3,4,NY,0,0,4,3,3,1,0.29580217997508695,4
18532572,C,2012,20,9,f,4,4,,MX,MX,8,5,,1,1,5,8,9,1,0.5047587807369373,4
18535589,C,2012,19,5,f,1,1,,US,.,5,4,PA,1,0,4,5,5,1,-0.9282006522220148,1
18540257,C,2012,19,6,f,5,5,,US,US,5,6,,1,0,6,5,6,1,0.5820555692852308,5
18542352,C,2012,28,2,m,5,5,,US,US,8,4,MD,0,0,4,8,2,1,1.055582455458194,5
18555551,C,2012,14,6,f,4,4,,US,US,3,3,RI,1,0,3,3,6,1,0.4765171381338875,4
18579647,C,2012,17,6,f,4,4,,UK,UK,5,4,,1,1,4,5,6,1,0.06999082115551711,4
18580212,C,2012,26,6,m,6,6,,US,US,10,6,MD,0,0,6,10,6,1,0.7548931949271441,6
18605179,C,2013,31,6,f,4,4,,US,US,4,4,VA,1,0,4,4,6,1,0.7866891048075024,4
18611316,C,2013,20,6,m,4,4,,US,US,7,2,,0,0,2,7,6,1,0.08713727509808522,4
18632007,C,2013,16,6,f,4,4,,US,US,3,4,,1,0,4,3,6,1,0.34776001840711385,4
18639622,C,2013,18,4,f,4,4,,US,US,3,3,CA,1,0,3,3,4,1,1.019221936477017,4
18641165,C,2013,NA,NA,.,5,5,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.6871551763855583,5
18656365,C,2013,33,6,f,4,4,,US,US,9,6,MN,1,0,6,9,6,1,0.5156608439718259,4
18669037,C,2013,21,4,f,4,4,,US,US,7,1,CA,1,0,1,7,4,1,-0.29648546612988164,4
18683476,C,2013,19,5,m,1,1,,US,US,5,4,OH,0,0,4,5,5,1,-0.1096379443697929,1
18684426,C,2013,16,6,f,1,1,,US,US,3,4,NY,1,0,4,3,6,1,0.6839100908589661,1
18685683,C,2013,22,6,f,4,4,,US,US,7,7,FL,1,0,7,7,6,1,0.14688640349356713,4
18708265,C,2013,18,6,m,7,7,,US,US,14,1,,0,0,1,9,6,1,-0.35638075999111984,7
18729513,C,2013,18,5,f,4,4,,US,US,4,2,,1,0,2,4,5,1,0.07117769039811622,4
18736499,C,2013,43,6,m,4,4,,US,US,8,5,GA,0,0,5,8,6,1,0.8767839704503035,4
18742331,C,2013,21,6,.,5,5,,US,US,5,1,NC,NA,0,1,5,6,1,0.9977763913318546,5
18748093,C,2013,17,NA,f,4,4,,US,US,3,4,CA,1,0,4,3,NA,1,0.3948914151144475,4
18769221,C,2013,17,6,m,6,6,,US,US,3,6,CA,0,0,6,3,6,1,0.8652030724480502,6
18773328,C,2013,61,6,f,6,6,,US,US,9,6,CA,1,0,6,9,6,1,0.9202564482061655,6
18780458,C,2013,33,NA,m,4,4,,CA,CA,7,5,,0,1,5,7,NA,1,0.5118137381017667,4
18783504,C,2013,20,6,m,4,4,,US,US,5,6,MI,0,0,6,5,6,1,-0.025219121835422076,4
18783970,C,2013,34,6,m,5,5,,US,US,5,2,WI,0,0,2,5,6,1,0.48796933179733404,5
18807352,C,2013,35,6,f,4,4,,MX,US,5,4,CA,1,1,4,5,6,1,-0.5805642226260399,4
18814672,C,2013,20,6,f,4,4,,US,US,5,6,WI,1,0,6,5,6,1,0.007878103810138731,4
18815026,C,2013,23,6,f,5,5,,US,US,7,4,,1,0,4,7,6,1,0.4110897543014837,5
18840018,C,2013,26,5,f,2,2,,US,US,8,6,GA,1,0,6,8,5,1,0.4671199919597062,2
18842482,C,2013,24,6,f,6,6,,US,US,9,4,CA,1,0,4,9,6,1,0.35018844916297653,6
18843536,C,2013,36,NA,m,4,4,,US,US,9,6,CA,0,0,6,9,NA,1,0.3517294961711356,4
18862253,C,2013,25,6,f,5,5,,US,US,10,7,MA,1,0,7,10,6,1,0.5723746064619554,5
18864910,C,2013,23,6,f,4,4,,US,US,4,4,CO,1,0,4,4,6,1,-0.13964510728339602,4
18867877,C,2013,20,6,f,4,4,,CA,CA,7,2,,1,1,2,7,6,1,-0.28003942162537343,4
18879068,C,2013,19,6,f,4,4,,US,US,5,2,MO,1,0,2,5,6,1,0.6128106262726396,4
18881873,C,2013,22,6,f,5,5,,US,US,7,3,AL,1,0,3,7,6,1,0.24731245998406864,5
18885222,C,2013,23,6,f,4,4,,US,US,7,4,IN,1,0,4,7,6,1,-0.25605944009217996,4
18896193,C,2013,19,6,f,6,6,,US,US,5,4,CA,1,0,4,5,6,1,0.6077328673977853,6
18910362,C,2013,34,6,f,4,4,,US,US,8,1,WA,1,0,1,8,6,1,-0.5665769214333438,4
18915577,C,2013,21,6,m,4,4,,US,US,5,4,PA,0,0,4,5,6,1,-0.20989719058571393,4
18915674,C,2013,19,2,f,5,5,,US,US,7,4,,1,0,4,7,2,1,1.2240897572955987,5
18917901,C,2013,22,6,f,4,4,,US,US,6,6,MD,1,0,6,6,6,1,0.5835899232919737,4
18923054,C,2013,19,6,f,5,5,,US,US,5,5,VA,1,0,5,5,6,1,0.7762980728922753,5
18925776,C,2013,18,6,f,5,5,,FI,FI,6,5,,1,1,5,6,6,1,0.34918449474672747,5
18929192,C,2013,20,5,m,4,4,,US,US,5,7,CA,0,0,7,5,5,1,-0.08756612716951832,4
18929752,C,2013,16,8,f,4,4,,US,US,4,5,WA,1,0,5,4,8,1,0.534541072697082,4
18930466,C,2013,19,5,f,2,2,,US,US,5,4,IL,1,0,4,5,5,1,-0.08904785322358387,2
18931295,C,2013,19,3,f,4,4,,US,US,4,4,WA,1,0,4,4,3,1,0.16633940596842398,4
18933551,C,2013,NA,NA,.,7,7,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.07748628487768869,7
18933876,C,2013,24,6,f,4,4,,US,US,7,3,,1,0,3,7,6,1,0.3045171923254044,4
18938834,C,2013,29,6,f,6,6,,US,US,14,2,OH,1,0,2,9,6,1,1.070811574833195,6
18940129,C,2013,21,6,m,4,4,,US,US,7,3,MI,0,0,3,7,6,1,0.1991892240257669,4
18942034,C,2013,26,6,f,5,5,,US,US,7,5,CA,1,0,5,7,6,1,0.21404651274139197,5
18942193,C,2013,19,6,f,4,4,,US,US,4,7,WA,1,0,7,4,6,1,1.0523764681747025,4
18948343,C,2013,20,6,f,4,4,,US,US,7,2,OH,1,0,2,7,6,1,0.5543536745695782,4
18952727,C,2013,52,6,m,5,5,,US,US,7,1,PA,0,0,1,7,6,1,1.0761741868513859,5
18953567,C,2013,15,2,f,5,5,,US,US,3,6,MA,1,0,6,3,2,1,0.2626453821876645,5
18953926,C,2013,20,6,m,4,4,,US,US,5,6,NY,0,0,6,5,6,1,0.2309713533556348,4
18954733,C,2013,22,6,f,5,5,,US,US,5,5,MS,1,0,5,5,6,1,0.5177029792997832,5
18956157,C,2013,20,6,m,4,4,,US,US,5,3,PA,0,0,3,5,6,1,0.7936525116475461,4
18957495,C,2013,17,6,f,4,4,,US,US,3,4,IN,1,0,4,3,6,1,0.0323104442765931,4
18958301,C,2013,23,6,m,4,4,,US,US,8,3,NY,0,0,3,8,6,1,1.3885785152853454,4
18958692,C,2013,23,6,m,4,4,,US,US,7,5,,0,0,5,7,6,1,0.2933910915912406,4
18975438,C,2013,22,6,f,4,4,,PT,PT,4,4,,1,1,4,4,6,1,0.43627797392179446,4
18975458,C,2013,20,6,m,5,5,,PT,PT,5,4,,0,1,4,5,6,1,1.2508754152436152,5
18975747,C,2013,27,6,f,4,4,,US,US,8,5,VA,1,0,5,8,6,1,0.36887594196523354,4
18978049,C,2013,19,6,f,5,5,,US,US,5,7,MN,1,0,7,5,6,1,0.20277544909948067,5
18981027,C,2013,35,6,m,5,5,,US,US,9,7,NY,0,0,7,9,6,1,0.7438037621949881,5
18982635,C,2013,18,6,m,5,5,,US,US,3,4,MI,0,0,4,3,6,1,0.956087477366995,5
18983343,C,2013,26,6,f,4,4,,US,US,5,4,WV,1,0,4,5,6,1,0.14575675257936596,4
18984971,C,2013,28,7,m,4,4,,US,US,5,6,WA,0,0,6,5,7,1,0.16476036881696432,4
18988811,C,2013,38,6,m,4,4,,US,US,7,2,RI,0,0,2,7,6,1,0.5016913176010799,4
18992472,C,2013,43,6,m,4,4,,US,US,7,6,OH,0,0,6,7,6,1,0.0936279503739231,4
18993865,C,2013,23,8,f,4,4,,US,US,5,NA,CA,1,0,NA,5,8,1,0.306515753369891,4
18993902,C,2013,20,6,f,4,4,,US,US,5,4,WI,1,0,4,5,6,1,0.9279911432805721,4
18999316,C,2013,28,6,f,4,4,,UK,UK,7,6,,1,1,6,7,6,1,-0.17929215852474806,4
18999366,C,2013,17,6,m,4,4,,US,US,3,4,AZ,0,0,4,3,6,1,-0.031200201281093243,4
19001493,C,2013,21,6,m,7,7,,US,US,5,2,FL,0,0,2,5,6,1,1.025004407345727,7
19012980,C,2013,17,6,f,4,4,,US,US,4,5,CA,1,0,5,4,6,1,0.013319725908749913,4
19019671,C,2013,17,9,m,2,2,,US,US,3,4,TX,0,0,4,3,9,1,-0.27891713977899624,2
19023434,C,2013,39,6,.,6,6,,US,US,7,7,CA,NA,0,7,7,6,1,0.20149086325553384,6
19034024,C,2013,33,6,m,4,4,,TR,TR,9,7,AL,0,1,7,9,6,1,1.180967559856871,4
19045315,C,2013,26,6,f,4,4,,US,US,7,6,WI,1,0,6,7,6,1,0.1344929666428749,4
19050060,C,2013,22,6,f,4,4,,US,US,6,4,FL,1,0,4,6,6,1,0.6929537249079343,4
19052165,C,2013,12,7,f,4,4,,CA,CA,2,4,,1,1,4,2,7,1,0.5675466789339679,4
19055212,C,2013,25,6,f,4,4,,US,US,8,6,MN,1,0,6,8,6,1,0.6923412597276076,4
19059784,C,2013,23,6,m,4,4,,US,US,7,4,NY,0,0,4,7,6,1,0.2925894022459642,4
19061013,C,2013,28,8,f,4,4,,US,US,7,5,KY,1,0,5,7,8,1,0.4032633515374716,4
19061625,C,2013,24,6,f,4,4,,US,US,11,4,NC,1,0,4,10,6,1,0.33061614459481237,4
19062155,C,2013,18,6,f,5,5,,US,US,5,6,IL,1,0,6,5,6,1,0.510846271137802,5
19062519,C,2013,27,6,f,5,5,,US,US,8,6,MA,1,0,6,8,6,1,0.48816778814708645,5
19065973,C,2013,20,6,f,3,3,,US,US,5,1,FL,1,0,1,5,6,1,0.14336623648306585,3
19066339,C,2013,16,8,f,3,3,,US,US,3,4,NY,1,0,4,3,8,1,0.6535326090888425,3
19068307,C,2013,19,6,m,4,4,,US,US,5,4,VT,0,0,4,5,6,1,0.7587997289767856,4
19071190,C,2013,18,2,f,6,6,,US,US,5,6,NJ,1,0,6,5,2,1,1.0073216032108816,6
19071353,C,2013,19,9,f,4,4,,US,US,6,NA,NY,1,0,NA,6,9,1,0.5121335847928674,4
19071545,C,2013,24,6,f,4,4,,US,US,8,6,OR,1,0,6,8,6,1,0.2449002969289838,4
19074944,C,2013,21,6,f,6,6,,US,US,5,4,OR,1,0,4,5,6,1,1.0012464310862366,6
19079817,C,2013,21,6,f,4,4,,US,US,6,4,CA,1,0,4,6,6,1,0.7067973365470106,4
19081901,C,2013,43,6,f,4,4,,US,US,6,3,CA,1,0,3,6,6,1,-0.10025227654177303,4
19082126,C,2013,22,6,f,6,6,,US,US,5,7,,1,0,7,5,6,1,1.0185980954851415,6
19083605,C,2013,17,6,f,5,5,,US,US,4,7,NJ,1,0,7,4,6,1,0.14104044000439267,5
19087713,C,2013,18,6,f,5,5,,US,US,3,6,IL,1,0,6,3,6,1,0.7005543958638643,5
19094628,C,2013,29,5,f,1,1,,US,US,8,6,DE,1,0,6,8,5,1,0.5454391787364127,1
19098374,C,2013,24,9,m,4,4,,VE,US,5,6,CA,0,1,6,5,9,1,0.33684415961484815,4
19098391,C,2013,21,7,m,4,4,,US,US,5,4,CA,0,0,4,5,7,1,0.08354912193829575,4
19098653,C,2013,29,6,f,5,5,,US,US,7,6,NY,1,0,6,7,6,1,0.786903212719994,5
19101380,C,2013,30,6,f,4,4,,US,US,5,4,OH,1,0,4,5,6,1,0.7313969829105703,4
19102853,C,2013,18,6,f,4,4,,US,US,4,5,CA,1,0,5,4,6,1,0.7741317292248963,4
19106930,C,2013,22,8,f,4,4,,US,US,6,7,CA,1,0,7,6,8,1,0.08354218381849216,4
19108298,C,2013,16,6,f,3,3,,FI,FI,3,4,,1,1,4,3,6,1,-0.2713196555572759,3
19113638,C,2013,46,6,m,5,5,,US,US,8,7,ME,0,0,7,8,6,1,0.1824639489443131,5
19115630,C,2013,19,6,f,4,4,,US,US,5,7,SC,1,0,7,5,6,1,0.4141593177456308,4
19115928,C,2013,23,8,f,7,7,,US,US,3,4,MO,1,0,4,3,8,1,0.5302460928471572,7
19119034,C,2013,45,6,m,5,5,,US,US,7,5,MA,0,0,5,7,6,1,0.02799753392899118,5
19122446,C,2013,24,2,m,5,5,,CN,US,9,4,MA,0,1,4,9,2,1,1.175999821803806,5
19124903,C,2013,37,6,m,5,5,,US,US,9,7,NM,0,0,7,9,6,1,0.6726829642273311,5
19125827,C,2013,22,6,f,7,7,,US,US,7,6,VA,1,0,6,7,6,1,0.8554058387480861,7
19133355,C,2013,20,6,f,5,5,,US,US,5,2,WI,1,0,2,5,6,1,-0.4095605876541781,5
19133570,C,2013,30,5,m,4,4,,US,US,4,NA,AL,0,0,NA,4,5,1,-0.3179266104039966,4
19135014,C,2013,18,6,m,4,4,,US,US,3,4,MI,0,0,4,3,6,1,0.031071719326523695,4
19135018,C,2013,17,6,f,4,4,,US,US,4,6,MI,1,0,6,4,6,1,0.5967379109021365,4
19139241,C,2013,54,6,f,4,4,,US,US,9,7,VA,1,0,7,9,6,1,0.021491824280754745,4
19145451,C,2013,17,6,m,6,6,,US,US,3,2,FL,0,0,2,3,6,1,0.36164418343191335,6
19147147,C,2013,NA,4,m,3,3,,US,US,9,5,CA,0,0,5,9,4,1,0.659994041145374,3
19149534,C,2013,30,6,f,4,4,,US,US,5,4,MO,1,0,4,5,6,1,0.3720461238786828,4
19149601,C,2013,62,6,m,4,4,,US,US,9,7,OR,0,0,7,9,6,1,1.0582085028008863,4
19149818,C,2013,NA,6,.,4,4,,US,US,7,1,,NA,0,1,7,6,1,0.22240391619658817,4
19154707,C,2013,56,6,m,6,6,,US,US,5,5,MN,0,0,5,5,6,1,0.4965216534127529,6
19157979,C,2013,42,5,m,4,4,,JM,US,6,4,NY,0,1,4,6,5,1,0.6717612973851779,4
19161753,C,2013,26,6,m,6,6,,US,US,7,4,FL,0,0,4,7,6,1,0.47385893079329783,6
19162640,C,2013,40,6,f,4,4,,US,US,5,4,WI,1,0,4,5,6,1,0.7271450137866686,4
19164684,C,2013,50,6,f,4,4,,US,US,7,7,,1,0,7,7,6,1,0.8124279895949034,4
19164925,C,2013,24,9,m,6,6,,US,US,7,6,CA,0,0,6,7,9,1,0.2730632198867502,6
19169733,C,2013,21,6,f,4,4,,US,US,5,4,IN,1,0,4,5,6,1,0.755136438936222,4
19171610,C,2013,21,6,m,4,4,,US,US,5,4,IN,0,0,4,5,6,1,-0.09715856457356206,4
19173166,C,2013,54,6,f,4,4,,US,US,5,2,TX,1,0,2,5,6,1,0.36772012220910566,4
19185737,C,2013,38,6,f,4,4,,US,US,6,4,OH,1,0,4,6,6,1,0.4023069918086178,4
19188451,C,2013,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.9310360225737997,4
19189480,C,2013,22,6,f,5,5,,US,US,5,3,IN,1,0,3,5,6,1,0.7165800599571751,5
19191546,C,2013,21,6,f,4,4,,FI,EE,7,6,,1,1,6,7,6,1,-0.3556451024657268,4
19193919,C,2013,20,6,f,2,2,,US,US,5,4,CA,1,0,4,5,6,1,0.17904020027911377,2
19194399,C,2013,56,5,f,4,4,,US,US,7,1,PA,1,0,1,7,5,1,0.7719829335830248,4
19196750,C,2013,51,6,m,5,5,,US,US,8,6,MA,0,0,6,8,6,1,0.5273796113993844,5
19197804,C,2013,20,6,m,6,6,,US,US,5,2,NC,0,0,2,5,6,1,1.0101128379577236,6
19202274,C,2013,19,6,f,4,4,,US,US,5,4,FL,1,0,4,5,6,1,0.7133326559238304,4
19204731,C,2013,28,6,f,4,4,,US,US,5,4,CA,1,0,4,5,6,1,0.6992022936537498,4
19208135,C,2013,20,6,f,3,3,,US,US,5,2,AL,1,0,2,5,6,1,-0.15972430198960824,3
19211026,C,2013,20,6,f,7,7,,US,US,5,4,VA,1,0,4,5,6,1,1.0788870469814378,7
19213067,C,2013,19,6,m,7,7,,US,US,4,1,CO,0,0,1,4,6,1,0.9953495741103766,7
19213811,C,2013,35,6,m,4,4,,US,US,5,4,FL,0,0,4,5,6,1,0.20974430091691473,4
19218360,C,2013,18,6,f,4,4,,US,US,5,4,NY,1,0,4,5,6,1,-0.05236604073493857,4
19219855,C,2013,21,6,f,5,5,,US,US,5,4,NC,1,0,4,5,6,1,0.22592225970834212,5
19221862,C,2013,22,6,m,5,5,,US,US,7,4,WI,0,0,4,7,6,1,0.536861147223819,5
19222627,C,2013,18,8,m,4,4,,US,US,5,3,CO,0,0,3,5,8,1,0.17685454404454257,4
19226869,C,2013,18,6,m,4,4,,US,US,4,4,IL,0,0,4,4,6,1,0.02547320987060095,4
19227386,C,2013,41,5,f,4,4,,US,US,5,2,TN,1,0,2,5,5,1,0.7055551736425081,4
19229703,C,2013,15,3,m,4,4,,IN,US,3,6,,0,1,6,3,3,1,0.14718545101370292,4
19231338,C,2013,18,6,m,5,5,,US,US,4,4,IL,0,0,4,4,6,1,0.16841567851664624,5
19237861,C,2013,18,6,f,4,4,,US,US,4,4,PA,1,0,4,4,6,1,0.2770871272191648,4
19239060,C,2013,16,6,f,5,5,,US,US,3,4,,1,0,4,3,6,1,0.4073736602817424,5
19241901,C,2013,19,5,f,1,1,,US,US,6,4,FL,1,0,4,6,5,1,-0.2494034980983837,1
19244287,C,2013,20,8,m,4,4,,US,US,5,5,WI,0,0,5,5,8,1,-0.10416470271377086,4
19244374,C,2013,18,6,f,4,4,,US,US,5,4,VA,1,0,4,5,6,1,0.38186728758960714,4
19246374,C,2013,32,6,f,4,4,,US,US,6,4,MN,1,0,4,6,6,1,0.8265605747123634,4
19247556,C,2013,18,6,f,5,5,,US,US,4,NA,,1,0,NA,4,6,1,0.4613304459919163,5
19251217,C,2013,24,6,m,4,4,,US,US,7,6,,0,0,6,7,6,1,0.17609942256692085,4
19251618,C,2013,17,6,f,4,4,,US,US,3,4,CT,1,0,4,3,6,1,0.8226064345848293,4
19252413,C,2013,41,6,f,5,5,,US,US,7,6,MA,1,0,6,7,6,1,0.4135092955279219,5
19256138,C,2013,18,1,m,7,7,,US,US,5,4,NC,0,0,4,5,1,1,0.3786999589108407,7
19259359,C,2013,30,6,m,4,4,,US,US,5,7,UT,0,0,7,5,6,1,0.673766896081913,4
19262744,C,2013,19,8,m,4,4,,US,US,5,4,CA,0,0,4,5,8,1,0.6200614164574452,4
19266165,C,2013,38,6,m,4,4,,US,US,8,6,CA,0,0,6,8,6,1,0.9479792148014523,4
19271099,C,2013,NA,NA,.,5,5,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.8287199394201191,5
19272430,C,2013,20,6,m,4,4,,US,US,5,4,IN,0,0,4,5,6,1,0.37436558335700815,4
19274406,C,2013,18,6,f,5,5,,US,US,3,2,LA,1,0,2,3,6,1,0.9635973009924399,5
19276565,C,2013,21,6,m,5,5,,US,US,5,2,MI,0,0,2,5,6,1,1.2791351677821396,5
19292756,C,2013,15,6,m,5,5,,US,US,3,5,NY,0,0,5,3,6,1,0.3819847268130962,5
19294763,C,2013,30,6,m,4,4,,US,US,7,7,NJ,0,0,7,7,6,1,-0.34433727537577796,4
19298663,C,2013,15,2,m,4,4,,KR,US,3,7,IL,0,1,7,3,2,1,0.8062111353820305,4
19303517,C,2013,17,6,m,5,5,,US,US,3,5,IL,0,0,5,3,6,1,1.1511739173515174,5
19304662,C,2013,49,6,f,4,4,,US,AF,5,3,NY,1,0,3,5,6,1,0.8881685155356911,4
19306385,C,2013,18,6,f,4,4,,US,US,NA,6,CA,1,0,6,NA,6,1,-0.5701893435900358,4
19310145,C,2013,16,6,m,5,5,,US,US,3,3,,0,0,3,3,6,1,0.6496498628086975,5
19310416,C,2013,43,5,m,4,4,,US,US,5,3,FL,0,0,3,5,5,1,0.07292542123335022,4
19310963,C,2013,30,6,m,5,5,,US,US,10,1,,0,0,1,10,6,1,0.7508186099357017,5
19311015,C,2013,16,6,f,4,4,,US,US,3,4,IN,1,0,4,3,6,1,0.09158222123804985,4
19314533,C,2013,17,6,f,4,4,,US,US,4,7,MN,1,0,7,4,6,1,0.3629427390895027,4
19314887,C,2013,18,6,m,6,6,,US,US,4,4,MI,0,0,4,4,6,1,0.9373564954351814,6
19317067,C,2013,17,8,f,4,4,,US,US,3,2,IL,1,0,2,3,8,1,-0.009046200779233182,4
19318009,C,2013,37,8,m,5,5,,US,US,9,5,CA,0,0,5,9,8,1,0.47926141797801847,5
19320517,C,2013,25,6,m,5,5,,US,US,8,4,NY,0,0,4,8,6,1,-0.10936155195790559,5
19320999,C,2013,20,6,f,6,6,,US,US,5,3,NC,1,0,3,5,6,1,0.9859469112118806,6
19321552,C,2013,27,8,f,4,4,,US,US,8,4,CA,1,0,4,8,8,1,-0.21519729797566592,4
19324681,C,2013,27,3,m,4,4,,US,US,14,6,CA,0,0,6,9,3,1,0.7163372105065704,4
19331535,C,2013,19,8,f,4,4,,TT,TT,7,4,,1,1,4,7,8,1,0.41401870927893525,4
19337060,C,2013,27,6,m,6,6,,US,US,5,6,NC,0,0,6,5,6,1,1.0101143112786846,6
19337472,C,2013,17,5,f,4,4,,US,US,4,4,OH,1,0,4,4,5,1,-0.02998855045723592,4
19338570,C,2013,17,6,f,5,5,,US,US,3,5,CA,1,0,5,3,6,1,0.06959329025253737,5
19339197,C,2013,38,6,f,4,4,,US,US,7,2,MN,1,0,2,7,6,1,0.30253949811031605,4
19340797,C,2013,17,6,f,4,4,,US,US,3,6,TX,1,0,6,3,6,1,-0.27982701906878127,4
19345422,C,2013,42,6,f,4,4,,US,US,7,7,NC,1,0,7,7,6,1,0.22671180401920552,4
19348176,C,2013,54,6,f,6,6,,US,US,6,6,PA,1,0,6,6,6,1,-0.06702759391953036,6
19356109,C,2013,37,4,m,4,4,,US,US,5,2,GA,0,0,2,5,4,1,-0.3104000705344287,4
